OID,TRAFCODE,TRAFAUTH,ROADNAME,ROADNUMBER,YEARMONTH,Shape_Length
-1,10101,נתיבי ישראל,PA01,,202207,351.641645122421551
-1,10101,נתיבי ישראל, ,9974,202207,2917.840506788462335
-1,10101,נתיבי ישראל,LR04,,202207,721.046153419682241
-1,10101,נתיבי ישראל, ,5533,202207,5278.273447031483556
-1,10101,נתיבי ישראל, ,9771,202207,127.986911013450964
-1,10101,נתיבי ישראל, ,9892,202207,2137.383796927781077
-1,10101,נתיבי ישראל,GO09,,202207,480.654330853169085
-1,10101,נתיבי ישראל,GN01,,202207,1609.318226098021796
-1,10101,נתיבי ישראל, ,8179,202207,2592.825717521415299
-1,10101,נתיבי ישראל, ,444,202305,5850.721732907089063
-1,10101,נתיבי ישראל,HZ09,,202207,278.657558250285149
-1,10101,נתיבי ישראל, ,8535,202207,2031.993072218269162
-1,10101,נתיבי ישראל,MS07,,202207,222.153596269260930
-1,10101,נתיבי ישראל, ,3951,202207,1190.749636970509528
-1,10101,נתיבי ישראל,BT02,,202207,449.709687226117694
-1,10101,נתיבי ישראל, ,3253,202207,7038.270828687822359
-1,10101,נתיבי ישראל,GO06,,202207,1065.207097300188252
-1,10101,נתיבי ישראל,HS02,,202207,1097.185948455495236
-1,10101,נתיבי ישראל, ,7677,202207,6262.584948124896982
-1,10101,נתיבי ישראל, ,4247,202207,673.041123393592557
-1,10101,נתיבי ישראל,MU03,,202207,363.484892656962188
-1,10101,נתיבי ישראל, ,3542,202207,699.587800277579618
-1,10101,נתיבי ישראל, ,2416,202207,129.947374717046756
-1,10101,נתיבי ישראל, ,4000,202207,602.777032663138243
-1,10101,נתיבי ישראל,RI03,,202207,622.174823466009684
-1,10101,נתיבי ישראל,BR01,,202207,827.792450106142383
-1,10101,נתיבי ישראל,GN09,,202207,971.545122730483058
-1,10101,נתיבי ישראל, ,5703,202207,962.819339474623348
-1,10101,נתיבי ישראל,MZ03,,202207,72.341319924267253
-1,10101,נתיבי ישראל, ,444,202207,8140.682830457726595
-1,10101,נתיבי ישראל, ,7899,202207,3407.496041826069813
-1,10101,נתיבי ישראל,KT02,,202207,753.721715072053712
-1,10101,נתיבי ישראל, ,4106,202207,495.845928307925703
-1,10101,נתיבי ישראל,BI05,,202207,428.851095930342865
-1,10101,נתיבי ישראל, ,2320,202207,53.077268613575356
-1,10101,נתיבי ישראל, ,5613,202207,7499.650342067451675
-1,10101,נתיבי ישראל,SY02,,202207,742.946608589689617
-1,10101,נתיבי ישראל, ,3527,202207,697.588487199624183
-1,10101,נתיבי ישראל,LM02,,202207,415.584426755263166
-1,10101,נתיבי ישראל, ,227,202207,1547.000482564443018
-1,10101,נתיבי ישראל, ,7101,202207,942.599606200271978
-1,10101,נתיבי ישראל, ,4249,202207,2522.733927249405042
-1,10101,נתיבי ישראל, ,8996,202207,564.179750339863403
-1,10101,נתיבי ישראל, ,8675,202207,716.013282673857930
-1,10101,נתיבי ישראל, ,8911,202207,2841.218880347253616
-1,10101,נתיבי ישראל, ,8830,202207,707.313360209468897
-1,10101,נתיבי ישראל, ,42,202207,5141.602703549464422
-1,10101,נתיבי ישראל, ,4128,202207,692.971621505961366
-1,10101,נתיבי ישראל, ,6678,202207,6873.674257380624113
-1,10101,נתיבי ישראל, ,3875,202207,1197.719185838313479
-1,10101,נתיבי ישראל, ,3543,202207,3266.223566288257643
-1,10101,נתיבי ישראל,SH03,,202207,682.540292606839785
-1,10101,נתיבי ישראל,HA07,,202207,342.394877228793291
-1,10101,נתיבי ישראל, ,3420,202207,81.077690151571545
-1,10101,נתיבי ישראל, ,4433,202207,38.206112627594479
-1,10101,נתיבי ישראל,HT01,,202207,658.726604101134740
-1,10101,נתיבי ישראל, ,71,202207,291.876808175842996
-1,10101,נתיבי ישראל, ,8725,202207,321.754914542765903
-1,10101,נתיבי ישראל,YO03,,202207,313.754191353036447
-1,10101,נתיבי ישראל,TS04,,202207,710.270506255553414
-1,10101,נתיבי ישראל, ,3671,202207,633.898247235128451
-1,10101,נתיבי ישראל, ,785,202207,414.032987480495819
-1,10101,נתיבי ישראל,HH02,,202207,985.223675345026550
-1,10101,נתיבי ישראל, ,3102,202207,1309.062228058184473
-1,10101,נתיבי ישראל, ,6714,202207,199.546963693343713
-1,10101,נתיבי ישראל, ,8691,202207,3461.079682846635478
-1,10101,נתיבי ישראל, ,8558,202207,1391.094578567110375
-1,10101,נתיבי ישראל, ,2273,202207,4600.138275793372486
-1,10101,נתיבי ישראל,NE02,,202207,1302.283364018297334
-1,10101,נתיבי ישראל,RM02,,202207,422.288528196636037
-1,10101,נתיבי ישראל, ,8833,202207,1757.062398978911006
-1,10101,נתיבי ישראל, ,3500,202207,405.746121021168278
-1,10101,נתיבי ישראל,YV03,,202207,1459.417174229601187
-1,10101,נתיבי ישראל,BI02,,202207,1005.189280728540098
-1,10101,נתיבי ישראל, ,8271,202207,755.413045633785259
-1,10101,נתיבי ישראל,GA02,,202207,387.849819118955793
-1,10101,נתיבי ישראל, ,4,202207,2626.954145506235363
-1,10101,נתיבי ישראל,BE05,4242,202207,111.149779847464885
-1,10101,נתיבי ישראל,RS07,,202207,142.154962158847667
-1,10101,נתיבי ישראל, ,9974,202207,865.835591076486935
-1,10101,נתיבי ישראל, ,8546,202207,154.133467401107026
-1,10101,נתיבי ישראל, ,6732,202207,1027.885074944786311
-1,10101,נתיבי ישראל, ,3985,202207,1844.471906668505198
-1,10101,נתיבי ישראל,SP02,,202207,538.907695641276746
-1,10101,נתיבי ישראל, ,98,202207,21869.502637186698848
-1,10101,נתיבי ישראל, ,4315,202207,313.287289320673665
-1,10101,נתיבי ישראל, ,2217,202207,63.205638049249544
-1,10101,נתיבי ישראל, ,234,202207,23538.000889934577572
-1,10101,נתיבי ישראל,LB04,,202207,532.929807493417343
-1,10101,נתיבי ישראל, ,7707,202207,994.381340577517221
-1,10101,נתיבי ישראל, ,12,202207,38908.882298311043996
-1,10101,נתיבי ישראל,MG01,,202207,363.452600391325234
-1,10101,נתיבי ישראל,GS02,,202207,91.502578474301501
-1,10101,נתיבי ישראל,GR02,,202207,909.762058159356002
-1,10101,נתיבי ישראל,SY03,,202207,789.081437791842063
-1,10101,נתיבי ישראל,RS04,,202207,647.643969962758774
-1,10101,נתיבי ישראל,HH07,,202207,327.582080846594351
-1,10101,נתיבי ישראל, ,2212,202207,2652.625108923354219
-1,10101,נתיבי ישראל, ,8963,202207,1349.162799656950710
-1,10101,נתיבי ישראל, ,8723,202207,64.055222676828762
-1,10101,נתיבי ישראל,NV02,,202207,437.220795221290246
-1,10101,נתיבי ישראל, ,65,202207,9665.576435572278569
-1,10101,נתיבי ישראל,RM01,,202207,442.943468076020508
-1,10101,נתיבי ישראל,HZ04,,202207,483.252984817426579
-1,10101,נתיבי ישראל,DR02,,202207,1850.675230681657240
-1,10101,נתיבי ישראל, ,310,202207,12983.319118930450713
-1,10101,נתיבי ישראל, ,7171,202207,98.760712830267849
-1,10101,נתיבי ישראל, ,2342,202207,44.676528708103525
-1,10101,נתיבי ישראל, ,4402,202207,904.923918795244390
-1,10101,נתיבי ישראל, ,1307,202207,506.174466823451837
-1,10101,נתיבי ישראל,AY05,,202207,144.155381998027622
-1,10101,נתיבי ישראל,RA01,,202207,490.822522268689568
-1,10101,נתיבי ישראל, ,767,202207,16156.387017877927065
-1,10101,נתיבי ישראל, ,4003,202207,1172.756015100807190
-1,10101,נתיבי ישראל, ,3717,202207,519.763366167190270
-1,10101,נתיבי ישראל,RV01,,202207,583.711195464128650
-1,10101,נתיבי ישראל,HG01,,202207,425.792088682930455
-1,10101,נתיבי ישראל,AH01,,202207,1670.106211294232935
-1,10101,נתיבי ישראל, ,7175,202207,780.406964367754995
-1,10101,נתיבי ישראל,RZ01,,202207,727.840372456562932
-1,10101,נתיבי ישראל, ,8072,202207,1106.154991796400736
-1,10101,נתיבי ישראל,TN01,,202207,675.477592895973885
-1,10101,נתיבי ישראל,HH04,,202207,935.438182757319055
-1,10101,נתיבי ישראל, ,7672,202207,807.722969623172844
-1,10101,נתיבי ישראל, ,7591,202207,610.144059725478996
-1,10101,נתיבי ישראל,KR04,,202207,321.525208570411337
-1,10101,נתיבי ישראל,SY05,,202207,575.801838523795823
-1,10101,נתיבי ישראל,HE02,,202207,1384.971050712929809
-1,10101,נתיבי ישראל,CN04,,202207,575.029490746378769
-1,10101,נתיבי ישראל, ,35,202207,5665.982627756408874
-1,10101,נתיבי ישראל, ,806,202207,4591.106877097059623
-1,10101,נתיבי ישראל,AD11,,202207,733.150462568095691
-1,10101,נתיבי ישראל,SM06,,202207,54.096384875440691
-1,10101,נתיבי ישראל, ,5814,202207,22.909739417563831
-1,10101,נתיבי ישראל, ,716,202207,12845.895526140284346
-1,10101,נתיבי ישראל,KS03,,202207,500.751835374707866
-1,10101,נתיבי ישראל,EP02,,202207,645.798729055538615
-1,10101,נתיבי ישראל, ,3415,202207,397.285094602739548
-1,10101,נתיבי ישראל,GN03,,202207,656.951920958942992
-1,10101,נתיבי ישראל, ,3528,202207,457.883580667131412
-1,10101,נתיבי ישראל,BG02,,202207,1555.110316488407079
-1,10101,נתיבי ישראל, ,8694,202207,486.552608492247828
-1,10101,נתיבי ישראל, ,8533,202207,694.893196837623805
-1,10101,נתיבי ישראל, ,8513,202207,1543.023667522212236
-1,10101,נתיבי ישראל, ,4402,202207,2112.116512293236610
-1,10101,נתיבי ישראל, ,5877,202207,962.417964652478418
-1,10101,נתיבי ישראל, ,4440,202207,435.090509442617133
-1,10101,נתיבי ישראל, ,3714,202207,144.724178764352132
-1,10101,נתיבי ישראל, ,386,202207,15457.722779534458823
-1,10101,נתיבי ישראל,HO01,,202207,976.182634024662889
-1,10101,נתיבי ישראל,KR01,,202207,382.828201985482337
-1,10101,נתיבי ישראל, ,8592,202207,65.489131632161843
-1,10101,נתיבי ישראל,KM03,,202207,634.695745719498291
-1,10101,נתיבי ישראל, ,44,202207,9766.113925750125418
-1,10101,נתיבי ישראל, ,1302,202207,820.088663280503397
-1,10101,נתיבי ישראל,BN33,,202207,250.999968466635721
-1,10101,נתיבי ישראל,HA05,,202207,422.228339181159072
-1,10101,נתיבי ישראל,YR05,,202207,107.816467299262555
-1,10101,נתיבי ישראל,SH05,3955,202207,408.039216418886497
-1,10101,נתיבי ישראל,RA06,40,202207,1520.846580487419942
-1,10101,נתיבי ישראל, ,5,202207,4088.107859288201325
-1,10101,נתיבי ישראל,EP04,,202207,820.257973300319463
-1,10101,נתיבי ישראל, ,9784,202207,466.610370901142005
-1,10101,נתיבי ישראל, ,13,202207,11167.499320149085179
-1,10101,נתיבי ישראל,HZ06,,202207,365.285570976445797
-1,10101,נתיבי ישראל,NF05,,202207,148.405529986561135
-1,10101,נתיבי ישראל,RH05,,202207,519.567839385448679
-1,10101,נתיבי ישראל, ,8832,202207,557.918229491886223
-1,10101,נתיבי ישראל, ,3935,202207,142.008329804762468
-1,10101,נתיבי ישראל,ME01,,202207,621.898306355973318
-1,10101,נתיבי ישראל,EE01,,202207,846.535291268722290
-1,10101,נתיבי ישראל, ,70,202207,9996.173160776728764
-1,10101,נתיבי ישראל, ,8074,202207,238.682467872157531
-1,10101,נתיבי ישראל, ,8545,202207,1912.830289620890653
-1,10101,נתיבי ישראל, ,8967,202207,5977.022892989540196
-1,10101,נתיבי ישראל, ,60,202207,4130.994153771523088
-1,10101,נתיבי ישראל, ,8675,202207,4132.424971721233305
-1,10101,נתיבי ישראל,BI12,,202207,119.116833370946182
-1,10101,נתיבי ישראל, ,9782,202207,532.524279435299150
-1,10101,נתיבי ישראל, ,8919,202207,437.423205255105700
-1,10101,נתיבי ישראל, ,3976,202207,1324.882884690633318
-1,10101,נתיבי ישראל,DR05,,202207,1019.845507000085149
-1,10101,נתיבי ישראל,LD05,,202207,572.664127934998874
-1,10101,נתיבי ישראל, ,7264,202207,933.472706878136364
-1,10101,נתיבי ישראל, ,2219,202207,59.056587988494968
-1,10101,נתיבי ישראל, ,989,202207,7555.938218233365660
-1,10101,נתיבי ישראל,MH04,,202207,105.813009722490165
-1,10101,נתיבי ישראל, ,22,202305,12393.330075562880666
-1,10101,נתיבי ישראל, ,5702,202207,114.044531395670873
-1,10101,נתיבי ישראל, ,8836,202207,99.501211956771087
-1,10101,נתיבי ישראל, ,2934,202207,468.850811939792379
-1,10101,נתיבי ישראל, ,9098,202207,6865.974119592388888
-1,10101,נתיבי ישראל, ,8975,202207,1774.282978781360498
-1,10101,נתיבי ישראל,NV01,,202207,1164.595968262679207
-1,10101,נתיבי ישראל, ,4103,202207,479.990090712028746
-1,10101,נתיבי ישראל, ,7078,202207,568.770696747740431
-1,10101,נתיבי ישראל, ,7105,202207,275.655818204586922
-1,10101,נתיבי ישראל, ,8082,202207,2068.193602296149948
-1,10101,נתיבי ישראל, ,7679,202207,65.692456069218863
-1,10101,נתיבי ישראל,KT03,,202207,707.959753798761994
-1,10101,נתיבי ישראל,EE05,,202207,228.116016611937397
-1,10101,נתיבי ישראל, ,4,202207,11000.970447599449471
-1,10101,נתיבי ישראל, ,4249,202207,2763.200071268137890
-1,10101,נתיבי ישראל,BG01,,202207,1643.031803087198568
-1,10101,נתיבי ישראל, ,90,202207,7151.060681525521431
-1,10101,נתיבי ישראל,KM01,,202207,816.386265680310203
-1,10101,נתיבי ישראל,BZ02,,202207,63.601997247594433
-1,10101,נתיבי ישראל, ,8961,202207,298.931661770483515
-1,10101,נתיבי ישראל, ,42,202207,2145.445579506529612
-1,10101,נתיבי ישראל, ,5236,202207,59.098080157894344
-1,10101,נתיבי ישראל,LM03,,202207,484.902296317947219
-1,10101,נתיבי ישראל, ,9799,202207,4156.203185148288867
-1,10101,נתיבי ישראל, ,5701,202207,1178.192411974921924
-1,10101,נתיבי ישראל, ,5715,202207,2214.952774069713541
-1,10101,נתיבי ישראל, ,3548,202207,453.434530004673547
-1,10101,נתיבי ישראל,AH04,,202207,840.853969633267184
-1,10101,נתיבי ישראל, ,4304,202207,473.979223608855989
-1,10101,נתיבי ישראל, ,2233,202207,382.420678525838468
-1,10101,נתיבי ישראל, ,2421,202207,542.940570617585195
-1,10101,נתיבי ישראל,AL02,,202207,666.251680936435832
-1,10101,נתיבי ישראל,SY04,,202207,384.597260145685027
-1,10101,נתיבי ישראל, ,4304,202207,5808.538757884588449
-1,10101,נתיבי ישראל, ,2499,202207,6561.669857209506517
-1,10101,נתיבי ישראל, ,2206,202207,878.755354078101732
-1,10101,נתיבי ישראל, ,80,202207,20734.397179718667758
-1,10101,נתיבי ישראל, ,8917,202207,293.949512933108451
-1,10101,נתיבי ישראל, ,2502,202207,452.215054260096451
-1,10101,נתיבי ישראל,HM01,,202207,669.788647214996331
-1,10101,נתיבי ישראל,GH05,,202207,375.899069775359351
-1,10101,נתיבי ישראל,BL04,,202207,350.958134681903857
-1,10101,נתיבי ישראל, ,9891,202207,137.564572549061694
-1,10101,נתיבי ישראל, ,4002,202207,616.793242540390111
-1,10101,נתיבי ישראל, ,7676,202207,195.234102083702908
-1,10101,נתיבי ישראל, ,225,202207,10815.947772737861669
-1,10101,נתיבי ישראל,CN06,,202207,531.603585627715347
-1,10101,נתיבי ישראל, ,3559,202207,356.705737232018009
-1,10101,נתיבי ישראל,BF03,,202207,189.197063885876645
-1,10101,נתיבי ישראל,EE04,,202207,968.855081078307308
-1,10101,נתיבי ישראל,TV02,,202207,136.536225160601674
-1,10101,נתיבי ישראל, ,7890,202207,340.212586010934274
-1,10101,נתיבי ישראל,RD07,,202207,1314.074455446472030
-1,10101,נתיבי ישראל, ,717,202207,3820.088654700761708
-1,10101,נתיבי ישראל, ,4623,202207,1765.723976242693652
-1,10101,נתיבי ישראל, ,2444,202207,2393.700661805875370
-1,10101,נתיבי ישראל, ,7891,202207,7301.491340782370571
-1,10101,נתיבי ישראל,GH07,,202207,23.053901572546909
-1,10101,נתיבי ישראל,EM05,,202207,219.298577150719723
-1,10101,נתיבי ישראל,MG02,,202207,520.189655916450192
-1,10101,נתיבי ישראל,LK05,,202207,159.931513264640813
-1,10101,נתיבי ישראל,NG04,,202207,94.776761912702653
-1,10101,נתיבי ישראל, ,2932,202207,3834.084939372354256
-1,10101,נתיבי ישראל, ,242,202207,7598.694019118242977
-1,10101,נתיבי ישראל, ,8510,202207,1293.195996834007019
-1,10101,נתיבי ישראל, ,3955,202207,3527.315291459582113
-1,10101,נתיבי ישראל, ,2215,202207,133.561779887860155
-1,10101,נתיבי ישראל, ,2936,202207,100.533259883236113
-1,10101,נתיבי ישראל,LB01,,202207,558.227050433952058
-1,10101,נתיבי ישראל,SP07,,202207,120.097371150419406
-1,10101,נתיבי ישראל, ,8995,202207,763.955082672212825
-1,10101,נתיבי ישראל, ,9118,202207,3010.595821994604194
-1,10101,נתיבי ישראל,RM04,,202207,533.210391066789271
-1,10101,נתיבי ישראל, ,3954,202207,250.436973066638160
-1,10101,נתיבי ישראל,GN02,,202207,983.479513726863161
-1,10101,נתיבי ישראל, ,2225,202207,2238.570333796576506
-1,10101,נתיבי ישראל, ,8652,202207,671.922761684501097
-1,10101,נתיבי ישראל, ,3,202207,11626.308804234709896
-1,10101,נתיבי ישראל, ,8651,202207,245.860557280133548
-1,10101,נתיבי ישראל, ,9897,202207,29.751575912536506
-1,10101,נתיבי ישראל, ,7895,202207,300.063502318798498
-1,10101,נתיבי ישראל,YV01,,202207,935.777672916405436
-1,10101,נתיבי ישראל, ,7161,202207,341.004449360808167
-1,10101,נתיבי ישראל, ,411,202207,5004.265333151745835
-1,10101,נתיבי ישראל, ,5443,202207,161.078153938330672
-1,10101,נתיבי ישראל,TL01,,202207,329.665502918400932
-1,10101,נתיבי ישראל, ,3538,202207,4794.795817534677553
-1,10101,נתיבי ישראל,YR03,,202207,684.708799431576153
-1,10101,נתיבי ישראל, ,667,202207,27396.335225108570739
-1,10101,נתיבי ישראל,RH02,,202207,482.687819345749119
-1,10101,נתיבי ישראל, ,3403,202207,2658.154839887016806
-1,10101,נתיבי ישראל,KD01,,202207,152.901234174508716
-1,10101,נתיבי ישראל, ,669,202207,11628.124805678471603
-1,10101,נתיבי ישראל, ,2322,202207,362.708290327976670
-1,10101,נתיבי ישראל, ,9117,202207,132.786083093693463
-1,10101,נתיבי ישראל, ,4438,202207,519.959329603971810
-1,10101,נתיבי ישראל, ,60,202207,6712.612038490318810
-1,10101,נתיבי ישראל,GO04,,202207,716.922038173176134
-1,10101,נתיבי ישראל,NF03,,202207,288.180279754326023
-1,10101,נתיבי ישראל, ,2446,202207,1012.947519796423421
-1,10101,נתיבי ישראל,BR03,,202207,712.853688885797169
-1,10101,נתיבי ישראל, ,8177,202207,837.319054199222364
-1,10101,נתיבי ישראל, ,8676,202207,205.601916915765912
-1,10101,נתיבי ישראל, ,8966,202207,2635.855902168225384
-1,10101,נתיבי ישראל, ,7,202207,307.450912231587949
-1,10101,נתיבי ישראל, ,4610,202207,72.585560637751314
-1,10101,נתיבי ישראל, ,574,202207,5167.503331686886668
-1,10101,נתיבי ישראל,AD09,,202207,715.896733099197036
-1,10101,נתיבי ישראל,HN01,,202207,546.939394516403581
-1,10101,נתיבי ישראל,AH03,,202207,888.911216651912468
-1,10101,נתיבי ישראל, ,8994,202207,2679.174328298983710
-1,10101,נתיבי ישראל, ,2428,202207,1581.035061481293496
-1,10101,נתיבי ישראל, ,8692,202207,266.001422064179053
-1,10101,נתיבי ישראל,TK03,,202207,805.008009120590600
-1,10101,נתיבי ישראל, ,92,202207,15152.435040908272640
-1,10101,נתיבי ישראל,LK02,,202207,519.716910433886483
-1,10101,נתיבי ישראל, ,3418,202207,102.291413665664180
-1,10101,נתיבי ישראל,RZ02,,202207,574.175073413819291
-1,10101,נתיבי ישראל,JO01,,202207,740.244810784640663
-1,10101,נתיבי ישראל, ,5233,202207,107.733167275240078
-1,10101,נתיבי ישראל, ,7893,202207,3651.031810523305467
-1,10101,נתיבי ישראל, ,3502,202207,175.683036553617910
-1,10101,נתיבי ישראל, ,1,202207,878.834257014470040
-1,10101,נתיבי ישראל,EA04,,202207,341.093278031434352
-1,10101,נתיבי ישראל, ,6724,202207,4326.969193652722424
-1,10101,נתיבי ישראל, ,3529,202207,92.334286328083564
-1,10101,נתיבי ישראל, ,109,202207,1145.814176521176933
-1,10101,נתיבי ישראל, ,211,202207,39286.172987880192522
-1,10101,נתיבי ישראל, ,3834,202207,107.136500099276759
-1,10101,נתיבי ישראל,HV04,,202207,361.985637412950268
-1,10101,נתיבי ישראל,YN04,,202207,750.554030039680356
-1,10101,נתיבי ישראל, ,5706,202207,295.959495203427934
-1,10101,נתיבי ישראל, ,5711,202207,4478.824423821515666
-1,10101,נתיבי ישראל, ,2220,202207,137.355825335274801
-1,10101,נתיבי ישראל,YN05,,202207,663.866629346539980
-1,10101,נתיבי ישראל,GR04,,202207,991.486474950577076
-1,10101,נתיבי ישראל, ,581,202207,9989.925597322813701
-1,10101,נתיבי ישראל,BI11,,202207,215.128748604965210
-1,10101,נתיבי ישראל, ,316,202207,21876.096120681108005
-1,10101,נתיבי ישראל, ,2541,202207,185.317438379730902
-1,10101,נתיבי ישראל,MR01,,202207,1049.370513521527982
-1,10101,נתיבי ישראל,GH03,,202207,467.325535412834370
-1,10101,נתיבי ישראל,SP06,,202207,491.736932337727296
-1,10101,נתיבי ישראל, ,3824,202207,709.785318355452546
-1,10101,נתיבי ישראל,GA04,,202207,477.394428992831820
-1,10101,נתיבי ישראל, ,8913,202207,1871.008737883818185
-1,10101,נתיבי ישראל,AD06,,202207,776.771450202891629
-1,10101,נתיבי ישראל, ,8554,202207,2451.226014807237789
-1,10101,נתיבי ישראל, ,8698,202207,735.770939447889191
-1,10101,נתיבי ישראל,MR04,,202207,1099.138751890536696
-1,10101,נתיבי ישראל,NA05,,202207,356.553957269988757
-1,10101,נתיבי ישראל,KT01,,202207,818.149910706561855
-1,10101,נתיבי ישראל,OM04,,202207,318.355147442323585
-1,10101,נתיבי ישראל,HM04,,202207,468.183863583293032
-1,10101,נתיבי ישראל,GO12,,202207,304.958033266921063
-1,10101,נתיבי ישראל, ,1121,202207,283.025010513451889
-1,10101,נתיבי ישראל,AD04,,202207,808.832385667776862
-1,10101,נתיבי ישראל,SP03,,202207,573.915384464175759
-1,10101,נתיבי ישראל, ,3937,202207,45.653767876425789
-1,10101,נתיבי ישראל, ,8695,202207,448.559669707733008
-1,10101,נתיבי ישראל,BY01,,202207,257.299994947734490
-1,10101,נתיבי ישראל,KR05,,202207,235.625014410369914
-1,10101,נתיבי ישראל,NE03,,202207,1356.078381699746615
-1,10101,נתיבי ישראל,SM09,,202207,235.139993982377092
-1,10101,נתיבי ישראל, ,854,202207,13996.535007364513149
-1,10101,נתיבי ישראל,BT03,,202207,441.136552123310707
-1,10101,נתיבי ישראל, ,5712,202207,514.676167318657122
-1,10101,נתיבי ישראל,MR07,,202207,197.276775499017361
-1,10101,נתיבי ישראל, ,8593,202207,560.368477866210810
-1,10101,נתיבי ישראל, ,789,202207,14252.097034010525022
-1,10101,נתיבי ישראל,GS06,,202207,297.490125247710012
-1,10101,נתיבי ישראל, ,3412,202207,3579.483800337252887
-1,10101,נתיבי ישראל, ,,202207,765.030060478402334
-1,10101,נתיבי ישראל,AM04,,202207,1130.084276887253282
-1,10101,נתיבי ישראל,HV02,,202207,675.731904830146618
-1,10101,נתיבי ישראל, ,7155,202207,2665.066072754338620
-1,10101,נתיבי ישראל, ,7579,202207,594.613123904311351
-1,10101,נתיבי ישראל,EM02,,202207,623.068041890561176
-1,10101,נתיבי ישראל, ,5700,202207,3338.458797978408256
-1,10101,נתיבי ישראל, ,264,202207,14334.342007289809771
-1,10101,נתיבי ישראל, ,3713,202207,1164.253424230242672
-1,10101,נתיבי ישראל,KS02,,202207,317.431834814149852
-1,10101,נתיבי ישראל,KH05,,202207,799.201540616512261
-1,10101,נתיבי ישראל,OM03,,202207,319.488471542125751
-1,10101,נתיבי ישראל,YR06,,202207,128.210590847676087
-1,10101,נתיבי ישראל,TL02,,202207,243.772586704462384
-1,10101,נתיבי ישראל, ,446,202207,1740.781908613023461
-1,10101,נתיבי ישראל,YT03,,202207,274.272503202528696
-1,10101,נתיבי ישראל, ,888,202207,12949.670264347774719
-1,10101,נתיבי ישראל, ,9779,202207,7631.733311320984285
-1,10101,נתיבי ישראל,YR02,,202207,566.964117317547675
-1,10101,נתיבי ישראל,SK05,,202207,839.451781605678093
-1,10101,נתיבי ישראל,SO50,,202207,927.773588575623535
-1,10101,נתיבי ישראל, ,293,202207,2711.546480374125622
-1,10101,נתיבי ישראל,AM01,,202207,713.987976651813483
-1,10101,נתיבי ישראל, ,7851,202207,1045.303881106881363
-1,10101,נתיבי ישראל, ,1127,202207,1291.080707701670690
-1,10101,נתיבי ישראל, ,3857,202207,131.144842244773201
-1,10101,נתיבי ישראל, ,424,202207,1515.521839754029315
-1,10101,נתיבי ישראל, ,1095,202207,523.550666170081286
-1,10101,נתיבי ישראל, ,5311,202207,965.162745416930989
-1,10101,נתיבי ישראל, ,8721,202207,10697.158552577477167
-1,10101,נתיבי ישראל, ,8965,202207,639.623018945258309
-1,10101,נתיבי ישראל,NA02,,202207,892.861640593952188
-1,10101,נתיבי ישראל, ,3613,202207,3409.195764905399301
-1,10101,נתיבי ישראל, ,2234,202207,1725.393765638203149
-1,10101,נתיבי ישראל,KH01,,202207,171.480069745374863
-1,10101,נתיבי ישראל, ,40,202207,8949.368522876997304
-1,10101,נתיבי ישראל,MR03,,202207,709.250835725954175
-1,10101,נתיבי ישראל,LK03,,202207,526.560406148890934
-1,10101,נתיבי ישראל,RV05,,202207,215.990070974760698
-1,10101,נתיבי ישראל, ,7675,202207,857.552733451808990
-1,10101,נתיבי ישראל,NG03,,202207,87.971765164261200
-1,10101,נתיבי ישראל, ,554,202207,332.303116001312503
-1,10101,נתיבי ישראל,PA04,,202207,161.388532204839265
-1,10101,נתיבי ישראל, ,3615,202207,781.859274317001564
-1,10101,נתיבי ישראל,MG04,,202207,51.416072655900436
-1,10101,נתיבי ישראל,EE07,,202207,209.459032771037414
-1,10101,נתיבי ישראל,BI14,,202207,301.287875572704365
-1,10101,נתיבי ישראל,CN05,,202207,549.458360507423777
-1,10101,נתיבי ישראל,EM04,,202207,492.845037353501311
-1,10101,נתיבי ישראל, ,9990,202207,693.399070742687968
-1,10101,נתיבי ישראל, ,2200,202207,4318.140037809222122
-1,10101,נתיבי ישראל, ,6666,202207,7349.277561173616959
-1,10101,נתיבי ישראל,RS02,,202207,375.634368788384336
-1,10101,נתיבי ישראל,YT01,,202207,573.283777445734472
-1,10101,נתיבי ישראל, ,2501,202207,119.249689621290543
-1,10101,נתיבי ישראל,GO01,,202207,1358.534011491242154
-1,10101,נתיבי ישראל, ,2582,202207,2625.725805425483941
-1,10101,נתיבי ישראל, ,9888,202207,4013.061491204939102
-1,10101,נתיבי ישראל,SY08,,202207,335.020718273050591
-1,10101,נתיבי ישראל,SA04,,202207,880.863479719624820
-1,10101,נתיבי ישראל,HD01,,202207,435.091989908273376
-1,10101,נתיבי ישראל,RI06,,202207,219.135680660052770
-1,10101,נתיבי ישראל, ,8835,202207,132.892925602943762
-1,10101,נתיבי ישראל, ,1126,202207,585.852960530601649
-1,10101,נתיבי ישראל,QE11,,202207,469.714969556481776
-1,10101,נתיבי ישראל,RH01,,202207,142.180360164844814
-1,10101,נתיבי ישראל, ,6661,202207,517.070353073106844
-1,10101,נתיבי ישראל, ,978,202207,12494.378915016812243
-1,10101,נתיבי ישראל,AM03,,202207,642.046107345426663
-1,10101,נתיבי ישראל, ,7173,202207,84.657796422887230
-1,10101,נתיבי ישראל,SH02,,202207,306.498989522260217
-1,10101,נתיבי ישראל,MS03,,202207,530.343052131644413
